ticket_id,subject,description,category,priority,department,resolution_type,resolution,resolved_in_steps,confidence_score,feedback,was_escalated,is_repeated_issue,is_ambiguous,source
NET-E-0003,ERPNext sessions timing out too quickly,Urgent - My ERPNext session keeps expiring every 10 minutes forcing me to log in repeatedly.,Network & Connectivity,Low,Operations,quick_fix,Go to ERPNext System Settings and increase the session expiry duration. Your system administrator can adjust this in Setup > System Settings > Session Expiry.,1,0.9,satisfied,False,True,False,erp
NET-E-0004,ERPNext sessions timing out too quickly,This is really frustrating. My ERPNext session keeps expiring every 10 minutes forcing me to log in repeatedly.,Network & Connectivity,Low,Marketing,quick_fix,Go to ERPNext System Settings and increase the session expiry duration. Your system administrator can adjust this in Setup > System Settings > Session Expiry.,1,0.89,satisfied,False,True,False,erp
NET-E-0005,ERPNext not accessible from branch office,"Hello, Our branch office team cannot access ERPNext today. Head office users are fine and branch has internet access. Please help.",Network & Connectivity,Medium,Finance,step_by_step,Step 1: Check if branch can reach the server by pinging its IP. Step 2: Verify VPN or MPLS link between branch and datacenter is active. Step 3: Check firewall rules for the branch IP range. Step 4: Escalate to network team with branch IP details.,4,0.83,satisfied,False,False,False,erp
NET-E-0006,ERPNext sessions timing out too quickly,My ERPNext session keeps expiring every 10 minutes forcing me to log in repeatedly.,Network & Connectivity,Medium,Sales,quick_fix,Go to ERPNext System Settings and increase the session expiry duration. Your system administrator can adjust this in Setup > System Settings > Session Expiry.,1,0.98,satisfied,False,True,False,erp
NET-E-0007,ERPNext sessions timing out too quickly,"Hi team, my ERPNext session keeps expiring every 10 minutes forcing me to log in repeatedly.",Network & Connectivity,Low,IT,quick_fix,Go to ERPNext System Settings and increase the session expiry duration. Your system administrator can adjust this in Setup > System Settings > Session Expiry.,1,0.86,satisfied,False,True,False,erp
NET-E-0008,ERPNext sessions timing out too quickly,"Hi, My ERPNext session keeps expiring every 10 minutes forcing me to log in repeatedly.",Network & Connectivity,Low,Marketing,quick_fix,Go to ERPNext System Settings and increase the session expiry duration. Your system administrator can adjust this in Setup > System Settings > Session Expiry.,1,0.8,satisfied,False,True,False,erp
NET-E-0009,ERPNext not accessible from branch office,Quick question — our branch office team cannot access ERPNext today. Head office users are fine and branch has internet access.,Network & Connectivity,High,Marketing,step_by_step,Step 1: Check if branch can reach the server by pinging its IP. Step 2: Verify VPN or MPLS link between branch and datacenter is active. Step 3: Check firewall rules for the branch IP range. Step 4: Escalate to network team with branch IP details.,4,0.71,not_helpful,False,False,False,erp
NET-E-0010,ERPNext not accessible from branch office,This is really frustrating. Our branch office team cannot access ERPNext today. Head office users are fine and branch has internet access.,Network & Connectivity,High,Operations,step_by_step,Step 1: Check if branch can reach the server by pinging its IP. Step 2: Verify VPN or MPLS link between branch and datacenter is active. Step 3: Check firewall rules for the branch IP range. Step 4: Escalate to network team with branch IP details.,4,0.75,satisfied,False,False,False,erp
NET-E-0011,ERPNext not accessible from branch office,"Hi team, our branch office team cannot access ERPNext today. Head office users are fine and branch has internet access.",Network & Connectivity,Critical,Finance,step_by_step,Step 1: Check if branch can reach the server by pinging its IP. Step 2: Verify VPN or MPLS link between branch and datacenter is active. Step 3: Check firewall rules for the branch IP range. Step 4: Escalate to network team with branch IP details.,4,0.72,escalated,True,False,False,erp
NET-E-0012,ERPNext sessions timing out too quickly,Urgent - My ERPNext session keeps expiring every 10 minutes forcing me to log in repeatedly.,Network & Connectivity,Medium,IT,quick_fix,Go to ERPNext System Settings and increase the session expiry duration. Your system administrator can adjust this in Setup > System Settings > Session Expiry.,1,0.81,satisfied,False,True,False,erp
NET-E-0013,ERPNext not accessible from branch office,Quick question — our branch office team cannot access ERPNext today. Head office users are fine and branch has internet access.,Network & Connectivity,High,Operations,step_by_step,Step 1: Check if branch can reach the server by pinging its IP. Step 2: Verify VPN or MPLS link between branch and datacenter is active. Step 3: Check firewall rules for the branch IP range. Step 4: Escalate to network team with branch IP details.,4,0.72,satisfied,False,False,False,erp
NET-E-0014,ERPNext sessions timing out too quickly,Following up on this issue — my ERPNext session keeps expiring every 10 minutes forcing me to log in repeatedly.,Network & Connectivity,Medium,Marketing,quick_fix,Go to ERPNext System Settings and increase the session expiry duration. Your system administrator can adjust this in Setup > System Settings > Session Expiry.,1,0.91,satisfied,False,True,False,erp
NET-E-0015,ERPNext sessions timing out too quickly,I have been dealing with this for days. My ERPNext session keeps expiring every 10 minutes forcing me to log in repeatedly.,Network & Connectivity,Medium,Finance,quick_fix,Go to ERPNext System Settings and increase the session expiry duration. Your system administrator can adjust this in Setup > System Settings > Session Expiry.,1,0.88,satisfied,False,True,False,erp
NET-E-0016,ERPNext sessions timing out too quickly,I have been dealing with this for days. My ERPNext session keeps expiring every 10 minutes forcing me to log in repeatedly.,Network & Connectivity,Medium,HR,quick_fix,Go to ERPNext System Settings and increase the session expiry duration. Your system administrator can adjust this in Setup > System Settings > Session Expiry.,1,0.82,satisfied,False,True,False,erp
NET-E-0017,ERPNext not accessible from branch office,I have been dealing with this for days. Our branch office team cannot access ERPNext today. Head office users are fine and branch has internet access.,Network & Connectivity,High,Sales,step_by_step,Step 1: Check if branch can reach the server by pinging its IP. Step 2: Verify VPN or MPLS link between branch and datacenter is active. Step 3: Check firewall rules for the branch IP range. Step 4: Escalate to network team with branch IP details.,4,0.66,satisfied,False,False,False,erp
NET-E-0018,ERPNext not accessible from branch office,Quick question — our branch office team cannot access ERPNext today. Head office users are fine and branch has internet access.,Network & Connectivity,High,Sales,step_by_step,Step 1: Check if branch can reach the server by pinging its IP. Step 2: Verify VPN or MPLS link between branch and datacenter is active. Step 3: Check firewall rules for the branch IP range. Step 4: Escalate to network team with branch IP details.,4,0.73,satisfied,False,False,False,erp
NET-E-0019,ERPNext not accessible from branch office,This is really frustrating. Our branch office team cannot access ERPNext today. Head office users are fine and branch has internet access.,Network & Connectivity,High,Sales,step_by_step,Step 1: Check if branch can reach the server by pinging its IP. Step 2: Verify VPN or MPLS link between branch and datacenter is active. Step 3: Check firewall rules for the branch IP range. Step 4: Escalate to network team with branch IP details.,4,0.67,satisfied,False,False,False,erp
NET-E-0020,ERPNext sessions timing out too quickly,Quick question — my ERPNext session keeps expiring every 10 minutes forcing me to log in repeatedly.,Network & Connectivity,Low,IT,quick_fix,Go to ERPNext System Settings and increase the session expiry duration. Your system administrator can adjust this in Setup > System Settings > Session Expiry.,1,0.94,satisfied,False,True,False,erp
NET-E-0021,ERPNext not accessible from branch office,"Hello, Our branch office team cannot access ERPNext today. Head office users are fine and branch has internet access. Please help.",Network & Connectivity,Critical,Finance,step_by_step,Step 1: Check if branch can reach the server by pinging its IP. Step 2: Verify VPN or MPLS link between branch and datacenter is active. Step 3: Check firewall rules for the branch IP range. Step 4: Escalate to network team with branch IP details.,4,0.71,escalated,True,False,False,erp
NET-E-0022,ERPNext not accessible from branch office,"Hi team, our branch office team cannot access ERPNext today. Head office users are fine and branch has internet access.",Network & Connectivity,Critical,Operations,step_by_step,Step 1: Check if branch can reach the server by pinging its IP. Step 2: Verify VPN or MPLS link between branch and datacenter is active. Step 3: Check firewall rules for the branch IP range. Step 4: Escalate to network team with branch IP details.,4,0.75,escalated,True,False,False,erp
NET-E-0023,ERPNext sessions timing out too quickly,"Hello, My ERPNext session keeps expiring every 10 minutes forcing me to log in repeatedly. Please help.",Network & Connectivity,Low,Operations,quick_fix,Go to ERPNext System Settings and increase the session expiry duration. Your system administrator can adjust this in Setup > System Settings > Session Expiry.,1,0.81,satisfied,False,True,False,erp
NET-E-0024,ERPNext sessions timing out too quickly,Quick question — my ERPNext session keeps expiring every 10 minutes forcing me to log in repeatedly.,Network & Connectivity,Medium,Finance,quick_fix,Go to ERPNext System Settings and increase the session expiry duration. Your system administrator can adjust this in Setup > System Settings > Session Expiry.,1,0.94,satisfied,False,True,False,erp
NET-E-0025,ERPNext not accessible from branch office,Following up on this issue — our branch office team cannot access ERPNext today. Head office users are fine and branch has internet access.,Network & Connectivity,High,Finance,step_by_step,Step 1: Check if branch can reach the server by pinging its IP. Step 2: Verify VPN or MPLS link between branch and datacenter is active. Step 3: Check firewall rules for the branch IP range. Step 4: Escalate to network team with branch IP details.,4,0.74,satisfied,False,False,False,erp
NET-E-0026,ERPNext sessions timing out too quickly,Not sure if this is the right place but my ERPNext session keeps expiring every 10 minutes forcing me to log in repeatedly.,Network & Connectivity,Low,Finance,quick_fix,Go to ERPNext System Settings and increase the session expiry duration. Your system administrator can adjust this in Setup > System Settings > Session Expiry.,1,0.91,satisfied,False,True,False,erp
NET-E-0027,ERPNext sessions timing out too quickly,Following up on this issue — my ERPNext session keeps expiring every 10 minutes forcing me to log in repeatedly.,Network & Connectivity,Low,Marketing,quick_fix,Go to ERPNext System Settings and increase the session expiry duration. Your system administrator can adjust this in Setup > System Settings > Session Expiry.,1,0.81,satisfied,False,True,False,erp
NET-E-0028,ERPNext sessions timing out too quickly,Quick question — my ERPNext session keeps expiring every 10 minutes forcing me to log in repeatedly.,Network & Connectivity,Low,Marketing,quick_fix,Go to ERPNext System Settings and increase the session expiry duration. Your system administrator can adjust this in Setup > System Settings > Session Expiry.,1,0.96,satisfied,False,True,False,erp
NET-E-0029,ERPNext sessions timing out too quickly,"Hi, My ERPNext session keeps expiring every 10 minutes forcing me to log in repeatedly.",Network & Connectivity,Low,Operations,quick_fix,Go to ERPNext System Settings and increase the session expiry duration. Your system administrator can adjust this in Setup > System Settings > Session Expiry.,1,0.82,satisfied,False,True,False,erp
NET-E-0030,ERPNext not accessible from branch office,Following up on this issue — our branch office team cannot access ERPNext today. Head office users are fine and branch has internet access.,Network & Connectivity,Critical,Operations,step_by_step,Step 1: Check if branch can reach the server by pinging its IP. Step 2: Verify VPN or MPLS link between branch and datacenter is active. Step 3: Check firewall rules for the branch IP range. Step 4: Escalate to network team with branch IP details.,4,0.75,escalated,True,False,False,erp
NET-E-0031,ERPNext not accessible from branch office,Our branch office team cannot access ERPNext today. Head office users are fine and branch has internet access.,Network & Connectivity,Medium,Sales,step_by_step,Step 1: Check if branch can reach the server by pinging its IP. Step 2: Verify VPN or MPLS link between branch and datacenter is active. Step 3: Check firewall rules for the branch IP range. Step 4: Escalate to network team with branch IP details.,4,0.84,satisfied,False,False,False,erp
NET-E-0032,ERPNext not accessible from branch office,Following up on this issue — our branch office team cannot access ERPNext today. Head office users are fine and branch has internet access.,Network & Connectivity,High,HR,step_by_step,Step 1: Check if branch can reach the server by pinging its IP. Step 2: Verify VPN or MPLS link between branch and datacenter is active. Step 3: Check firewall rules for the branch IP range. Step 4: Escalate to network team with branch IP details.,4,0.79,not_helpful,False,False,False,erp
NET-E-0033,ERPNext sessions timing out too quickly,My ERPNext session keeps expiring every 10 minutes forcing me to log in repeatedly.,Network & Connectivity,Low,Sales,quick_fix,Go to ERPNext System Settings and increase the session expiry duration. Your system administrator can adjust this in Setup > System Settings > Session Expiry.,1,0.81,satisfied,False,True,False,erp
NET-E-0034,ERPNext sessions timing out too quickly,Not sure if this is the right place but my ERPNext session keeps expiring every 10 minutes forcing me to log in repeatedly.,Network & Connectivity,Low,Sales,quick_fix,Go to ERPNext System Settings and increase the session expiry duration. Your system administrator can adjust this in Setup > System Settings > Session Expiry.,1,0.8,satisfied,False,True,False,erp
NET-E-0035,ERPNext not accessible from branch office,Urgent - Our branch office team cannot access ERPNext today. Head office users are fine and branch has internet access.,Network & Connectivity,Medium,Finance,step_by_step,Step 1: Check if branch can reach the server by pinging its IP. Step 2: Verify VPN or MPLS link between branch and datacenter is active. Step 3: Check firewall rules for the branch IP range. Step 4: Escalate to network team with branch IP details.,4,0.67,satisfied,False,False,False,erp
NET-E-0036,ERPNext sessions timing out too quickly,Urgent - My ERPNext session keeps expiring every 10 minutes forcing me to log in repeatedly.,Network & Connectivity,Medium,HR,quick_fix,Go to ERPNext System Settings and increase the session expiry duration. Your system administrator can adjust this in Setup > System Settings > Session Expiry.,1,0.83,not_helpful,False,True,False,erp
NET-E-0037,ERPNext sessions timing out too quickly,"Hi team, my ERPNext session keeps expiring every 10 minutes forcing me to log in repeatedly.",Network & Connectivity,Low,Sales,quick_fix,Go to ERPNext System Settings and increase the session expiry duration. Your system administrator can adjust this in Setup > System Settings > Session Expiry.,1,0.93,satisfied,False,True,False,erp
NET-E-0038,ERPNext not accessible from branch office,"Hi team, our branch office team cannot access ERPNext today. Head office users are fine and branch has internet access.",Network & Connectivity,High,HR,step_by_step,Step 1: Check if branch can reach the server by pinging its IP. Step 2: Verify VPN or MPLS link between branch and datacenter is active. Step 3: Check firewall rules for the branch IP range. Step 4: Escalate to network team with branch IP details.,4,0.71,satisfied,False,False,False,erp
NET-E-0039,ERPNext not accessible from branch office,I have been dealing with this for days. Our branch office team cannot access ERPNext today. Head office users are fine and branch has internet access.,Network & Connectivity,High,Operations,step_by_step,Step 1: Check if branch can reach the server by pinging its IP. Step 2: Verify VPN or MPLS link between branch and datacenter is active. Step 3: Check firewall rules for the branch IP range. Step 4: Escalate to network team with branch IP details.,4,0.77,satisfied,False,False,False,erp
NET-E-0040,ERPNext sessions timing out too quickly,I have been dealing with this for days. My ERPNext session keeps expiring every 10 minutes forcing me to log in repeatedly.,Network & Connectivity,Medium,IT,quick_fix,Go to ERPNext System Settings and increase the session expiry duration. Your system administrator can adjust this in Setup > System Settings > Session Expiry.,1,0.85,satisfied,False,True,False,erp
NET-E-0041,ERPNext not accessible from branch office,Our branch office team cannot access ERPNext today. Head office users are fine and branch has internet access.,Network & Connectivity,High,Sales,step_by_step,Step 1: Check if branch can reach the server by pinging its IP. Step 2: Verify VPN or MPLS link between branch and datacenter is active. Step 3: Check firewall rules for the branch IP range. Step 4: Escalate to network team with branch IP details.,4,0.73,satisfied,False,False,False,erp
NET-E-0042,ERPNext not accessible from branch office,"Hello, Our branch office team cannot access ERPNext today. Head office users are fine and branch has internet access. Please help.",Network & Connectivity,High,Operations,step_by_step,Step 1: Check if branch can reach the server by pinging its IP. Step 2: Verify VPN or MPLS link between branch and datacenter is active. Step 3: Check firewall rules for the branch IP range. Step 4: Escalate to network team with branch IP details.,4,0.76,not_helpful,False,False,False,erp
NET-E-0043,ERPNext sessions timing out too quickly,Urgent - My ERPNext session keeps expiring every 10 minutes forcing me to log in repeatedly.,Network & Connectivity,Low,Sales,quick_fix,Go to ERPNext System Settings and increase the session expiry duration. Your system administrator can adjust this in Setup > System Settings > Session Expiry.,1,0.95,satisfied,False,True,False,erp
NET-E-0044,ERPNext not accessible from branch office,I have been dealing with this for days. Our branch office team cannot access ERPNext today. Head office users are fine and branch has internet access.,Network & Connectivity,High,IT,step_by_step,Step 1: Check if branch can reach the server by pinging its IP. Step 2: Verify VPN or MPLS link between branch and datacenter is active. Step 3: Check firewall rules for the branch IP range. Step 4: Escalate to network team with branch IP details.,4,0.76,satisfied,False,False,False,erp
NET-E-0045,ERPNext not accessible from branch office,"Hello, Our branch office team cannot access ERPNext today. Head office users are fine and branch has internet access. Please help.",Network & Connectivity,Medium,Marketing,step_by_step,Step 1: Check if branch can reach the server by pinging its IP. Step 2: Verify VPN or MPLS link between branch and datacenter is active. Step 3: Check firewall rules for the branch IP range. Step 4: Escalate to network team with branch IP details.,4,0.74,not_helpful,False,False,False,erp
NET-E-0046,ERPNext not accessible from branch office,Quick question — our branch office team cannot access ERPNext today. Head office users are fine and branch has internet access.,Network & Connectivity,Medium,Sales,step_by_step,Step 1: Check if branch can reach the server by pinging its IP. Step 2: Verify VPN or MPLS link between branch and datacenter is active. Step 3: Check firewall rules for the branch IP range. Step 4: Escalate to network team with branch IP details.,4,0.84,satisfied,False,False,False,erp
NET-E-0047,ERPNext sessions timing out too quickly,I have been dealing with this for days. My ERPNext session keeps expiring every 10 minutes forcing me to log in repeatedly.,Network & Connectivity,High,Sales,quick_fix,Go to ERPNext System Settings and increase the session expiry duration. Your system administrator can adjust this in Setup > System Settings > Session Expiry.,1,0.95,satisfied,False,True,False,erp
NET-E-0048,ERPNext not accessible from branch office,"Hi team, our branch office team cannot access ERPNext today. Head office users are fine and branch has internet access.",Network & Connectivity,High,IT,step_by_step,Step 1: Check if branch can reach the server by pinging its IP. Step 2: Verify VPN or MPLS link between branch and datacenter is active. Step 3: Check firewall rules for the branch IP range. Step 4: Escalate to network team with branch IP details.,4,0.76,satisfied,False,False,False,erp
NET-E-0049,ERPNext not accessible from branch office,"Hello, Our branch office team cannot access ERPNext today. Head office users are fine and branch has internet access. Please help.",Network & Connectivity,Critical,IT,step_by_step,Step 1: Check if branch can reach the server by pinging its IP. Step 2: Verify VPN or MPLS link between branch and datacenter is active. Step 3: Check firewall rules for the branch IP range. Step 4: Escalate to network team with branch IP details.,4,0.8,escalated,True,False,False,erp
NET-E-0050,ERPNext not accessible from branch office,This is really frustrating. Our branch office team cannot access ERPNext today. Head office users are fine and branch has internet access.,Network & Connectivity,High,Marketing,step_by_step,Step 1: Check if branch can reach the server by pinging its IP. Step 2: Verify VPN or MPLS link between branch and datacenter is active. Step 3: Check firewall rules for the branch IP range. Step 4: Escalate to network team with branch IP details.,4,0.84,satisfied,False,False,False,erp
NET-E-0051,ERPNext sessions timing out too quickly,This is really frustrating. My ERPNext session keeps expiring every 10 minutes forcing me to log in repeatedly.,Network & Connectivity,High,Sales,quick_fix,Go to ERPNext System Settings and increase the session expiry duration. Your system administrator can adjust this in Setup > System Settings > Session Expiry.,1,0.93,satisfied,False,True,False,erp
NET-E-0052,ERPNext not accessible from branch office,Urgent - Our branch office team cannot access ERPNext today. Head office users are fine and branch has internet access.,Network & Connectivity,High,Marketing,step_by_step,Step 1: Check if branch can reach the server by pinging its IP. Step 2: Verify VPN or MPLS link between branch and datacenter is active. Step 3: Check firewall rules for the branch IP range. Step 4: Escalate to network team with branch IP details.,4,0.77,satisfied,False,False,False,erp
NET-E-0053,ERPNext not accessible from branch office,Urgent - Our branch office team cannot access ERPNext today. Head office users are fine and branch has internet access.,Network & Connectivity,High,IT,step_by_step,Step 1: Check if branch can reach the server by pinging its IP. Step 2: Verify VPN or MPLS link between branch and datacenter is active. Step 3: Check firewall rules for the branch IP range. Step 4: Escalate to network team with branch IP details.,4,0.65,satisfied,False,False,False,erp
NET-E-0054,ERPNext sessions timing out too quickly,"Hi team, my ERPNext session keeps expiring every 10 minutes forcing me to log in repeatedly.",Network & Connectivity,Medium,Operations,quick_fix,Go to ERPNext System Settings and increase the session expiry duration. Your system administrator can adjust this in Setup > System Settings > Session Expiry.,1,0.9,satisfied,False,True,False,erp
NET-E-0055,ERPNext not accessible from branch office,Following up on this issue — our branch office team cannot access ERPNext today. Head office users are fine and branch has internet access.,Network & Connectivity,Critical,Marketing,step_by_step,Step 1: Check if branch can reach the server by pinging its IP. Step 2: Verify VPN or MPLS link between branch and datacenter is active. Step 3: Check firewall rules for the branch IP range. Step 4: Escalate to network team with branch IP details.,4,0.81,escalated,True,False,False,erp
NET-E-0056,ERPNext not accessible from branch office,This is really frustrating. Our branch office team cannot access ERPNext today. Head office users are fine and branch has internet access.,Network & Connectivity,High,IT,step_by_step,Step 1: Check if branch can reach the server by pinging its IP. Step 2: Verify VPN or MPLS link between branch and datacenter is active. Step 3: Check firewall rules for the branch IP range. Step 4: Escalate to network team with branch IP details.,4,0.81,not_helpful,False,False,False,erp
NET-E-0057,ERPNext not accessible from branch office,Our branch office team cannot access ERPNext today. Head office users are fine and branch has internet access.,Network & Connectivity,Critical,HR,step_by_step,Step 1: Check if branch can reach the server by pinging its IP. Step 2: Verify VPN or MPLS link between branch and datacenter is active. Step 3: Check firewall rules for the branch IP range. Step 4: Escalate to network team with branch IP details.,4,0.81,escalated,True,False,False,erp
NET-E-0058,ERPNext sessions timing out too quickly,My ERPNext session keeps expiring every 10 minutes forcing me to log in repeatedly.,Network & Connectivity,Low,Sales,quick_fix,Go to ERPNext System Settings and increase the session expiry duration. Your system administrator can adjust this in Setup > System Settings > Session Expiry.,1,0.83,satisfied,False,True,False,erp
NET-E-0059,ERPNext sessions timing out too quickly,"Hi, My ERPNext session keeps expiring every 10 minutes forcing me to log in repeatedly.",Network & Connectivity,Low,Finance,quick_fix,Go to ERPNext System Settings and increase the session expiry duration. Your system administrator can adjust this in Setup > System Settings > Session Expiry.,1,0.95,satisfied,False,True,False,erp
NET-E-0060,ERPNext sessions timing out too quickly,Quick question — my ERPNext session keeps expiring every 10 minutes forcing me to log in repeatedly.,Network & Connectivity,High,Finance,quick_fix,Go to ERPNext System Settings and increase the session expiry duration. Your system administrator can adjust this in Setup > System Settings > Session Expiry.,1,0.81,satisfied,False,True,False,erp
NET-E-0061,ERPNext not accessible from branch office,"Hello, Our branch office team cannot access ERPNext today. Head office users are fine and branch has internet access. Please help.",Network & Connectivity,High,Operations,step_by_step,Step 1: Check if branch can reach the server by pinging its IP. Step 2: Verify VPN or MPLS link between branch and datacenter is active. Step 3: Check firewall rules for the branch IP range. Step 4: Escalate to network team with branch IP details.,4,0.81,satisfied,False,False,False,erp
NET-E-0062,ERPNext sessions timing out too quickly,Quick question — my ERPNext session keeps expiring every 10 minutes forcing me to log in repeatedly.,Network & Connectivity,Low,Operations,quick_fix,Go to ERPNext System Settings and increase the session expiry duration. Your system administrator can adjust this in Setup > System Settings > Session Expiry.,1,0.83,satisfied,False,True,False,erp
NET-E-0063,ERPNext not accessible from branch office,"Hello, Our branch office team cannot access ERPNext today. Head office users are fine and branch has internet access. Please help.",Network & Connectivity,Medium,Operations,step_by_step,Step 1: Check if branch can reach the server by pinging its IP. Step 2: Verify VPN or MPLS link between branch and datacenter is active. Step 3: Check firewall rules for the branch IP range. Step 4: Escalate to network team with branch IP details.,4,0.68,satisfied,False,False,False,erp
NET-E-0064,ERPNext not accessible from branch office,"Hello, Our branch office team cannot access ERPNext today. Head office users are fine and branch has internet access. Please help.",Network & Connectivity,Critical,Finance,step_by_step,Step 1: Check if branch can reach the server by pinging its IP. Step 2: Verify VPN or MPLS link between branch and datacenter is active. Step 3: Check firewall rules for the branch IP range. Step 4: Escalate to network team with branch IP details.,4,0.8,escalated,True,False,False,erp
NET-E-0065,ERPNext not accessible from branch office,I have been dealing with this for days. Our branch office team cannot access ERPNext today. Head office users are fine and branch has internet access.,Network & Connectivity,Critical,Operations,step_by_step,Step 1: Check if branch can reach the server by pinging its IP. Step 2: Verify VPN or MPLS link between branch and datacenter is active. Step 3: Check firewall rules for the branch IP range. Step 4: Escalate to network team with branch IP details.,4,0.79,escalated,True,False,False,erp
NET-E-0066,ERPNext sessions timing out too quickly,Not sure if this is the right place but my ERPNext session keeps expiring every 10 minutes forcing me to log in repeatedly.,Network & Connectivity,Low,Marketing,quick_fix,Go to ERPNext System Settings and increase the session expiry duration. Your system administrator can adjust this in Setup > System Settings > Session Expiry.,1,0.96,satisfied,False,True,False,erp
NET-E-0067,ERPNext not accessible from branch office,Not sure if this is the right place but our branch office team cannot access ERPNext today. Head office users are fine and branch has internet access.,Network & Connectivity,Critical,Sales,step_by_step,Step 1: Check if branch can reach the server by pinging its IP. Step 2: Verify VPN or MPLS link between branch and datacenter is active. Step 3: Check firewall rules for the branch IP range. Step 4: Escalate to network team with branch IP details.,4,0.71,escalated,True,False,False,erp
NET-E-0068,ERPNext not accessible from branch office,Our branch office team cannot access ERPNext today. Head office users are fine and branch has internet access.,Network & Connectivity,High,Marketing,step_by_step,Step 1: Check if branch can reach the server by pinging its IP. Step 2: Verify VPN or MPLS link between branch and datacenter is active. Step 3: Check firewall rules for the branch IP range. Step 4: Escalate to network team with branch IP details.,4,0.74,satisfied,False,False,False,erp
NET-E-0069,ERPNext not accessible from branch office,This is really frustrating. Our branch office team cannot access ERPNext today. Head office users are fine and branch has internet access.,Network & Connectivity,Medium,HR,step_by_step,Step 1: Check if branch can reach the server by pinging its IP. Step 2: Verify VPN or MPLS link between branch and datacenter is active. Step 3: Check firewall rules for the branch IP range. Step 4: Escalate to network team with branch IP details.,4,0.83,satisfied,False,False,False,erp
NET-E-0070,ERPNext sessions timing out too quickly,My ERPNext session keeps expiring every 10 minutes forcing me to log in repeatedly.,Network & Connectivity,Low,Marketing,quick_fix,Go to ERPNext System Settings and increase the session expiry duration. Your system administrator can adjust this in Setup > System Settings > Session Expiry.,1,0.81,satisfied,False,True,False,erp
NET-E-0071,ERPNext not accessible from branch office,"Hi team, our branch office team cannot access ERPNext today. Head office users are fine and branch has internet access.",Network & Connectivity,Critical,Finance,step_by_step,Step 1: Check if branch can reach the server by pinging its IP. Step 2: Verify VPN or MPLS link between branch and datacenter is active. Step 3: Check firewall rules for the branch IP range. Step 4: Escalate to network team with branch IP details.,4,0.73,escalated,True,False,False,erp
NET-E-0072,ERPNext not accessible from branch office,"Hi team, our branch office team cannot access ERPNext today. Head office users are fine and branch has internet access.",Network & Connectivity,High,HR,step_by_step,Step 1: Check if branch can reach the server by pinging its IP. Step 2: Verify VPN or MPLS link between branch and datacenter is active. Step 3: Check firewall rules for the branch IP range. Step 4: Escalate to network team with branch IP details.,4,0.71,satisfied,False,False,False,erp
NET-E-0073,ERPNext sessions timing out too quickly,This is really frustrating. My ERPNext session keeps expiring every 10 minutes forcing me to log in repeatedly.,Network & Connectivity,Low,Sales,quick_fix,Go to ERPNext System Settings and increase the session expiry duration. Your system administrator can adjust this in Setup > System Settings > Session Expiry.,1,0.8,not_helpful,False,True,False,erp
NET-E-0074,ERPNext not accessible from branch office,Our branch office team cannot access ERPNext today. Head office users are fine and branch has internet access.,Network & Connectivity,Medium,Sales,step_by_step,Step 1: Check if branch can reach the server by pinging its IP. Step 2: Verify VPN or MPLS link between branch and datacenter is active. Step 3: Check firewall rules for the branch IP range. Step 4: Escalate to network team with branch IP details.,4,0.7,satisfied,False,False,False,erp
NET-E-0075,ERPNext not accessible from branch office,Quick question — our branch office team cannot access ERPNext today. Head office users are fine and branch has internet access.,Network & Connectivity,Critical,IT,step_by_step,Step 1: Check if branch can reach the server by pinging its IP. Step 2: Verify VPN or MPLS link between branch and datacenter is active. Step 3: Check firewall rules for the branch IP range. Step 4: Escalate to network team with branch IP details.,4,0.81,escalated,True,False,False,erp
NET-E-0076,ERPNext not accessible from branch office,Our branch office team cannot access ERPNext today. Head office users are fine and branch has internet access.,Network & Connectivity,High,HR,step_by_step,Step 1: Check if branch can reach the server by pinging its IP. Step 2: Verify VPN or MPLS link between branch and datacenter is active. Step 3: Check firewall rules for the branch IP range. Step 4: Escalate to network team with branch IP details.,4,0.77,satisfied,False,False,False,erp
NET-E-0077,ERPNext sessions timing out too quickly,Urgent - My ERPNext session keeps expiring every 10 minutes forcing me to log in repeatedly.,Network & Connectivity,Low,HR,quick_fix,Go to ERPNext System Settings and increase the session expiry duration. Your system administrator can adjust this in Setup > System Settings > Session Expiry.,1,0.95,satisfied,False,True,False,erp
NET-E-0078,ERPNext sessions timing out too quickly,"Hi team, my ERPNext session keeps expiring every 10 minutes forcing me to log in repeatedly.",Network & Connectivity,Low,Marketing,quick_fix,Go to ERPNext System Settings and increase the session expiry duration. Your system administrator can adjust this in Setup > System Settings > Session Expiry.,1,0.91,satisfied,False,True,False,erp
NET-E-0079,ERPNext not accessible from branch office,"Hi team, our branch office team cannot access ERPNext today. Head office users are fine and branch has internet access.",Network & Connectivity,High,Operations,step_by_step,Step 1: Check if branch can reach the server by pinging its IP. Step 2: Verify VPN or MPLS link between branch and datacenter is active. Step 3: Check firewall rules for the branch IP range. Step 4: Escalate to network team with branch IP details.,4,0.71,satisfied,False,False,False,erp
NET-E-0080,ERPNext sessions timing out too quickly,My ERPNext session keeps expiring every 10 minutes forcing me to log in repeatedly.,Network & Connectivity,Low,IT,quick_fix,Go to ERPNext System Settings and increase the session expiry duration. Your system administrator can adjust this in Setup > System Settings > Session Expiry.,1,0.91,satisfied,False,True,False,erp
